locus,supertype,pip_weighted_accessibility,total_pip,n_variants
rs75968099,Pericyte_2-SEAAD,0.0,0.04409,1
rs75968099,Pvalb_1,0.2476862,0.04409,1
rs75968099,Pvalb_10,0.21925643,0.04409,1
rs75968099,Pvalb_12,0.10526315,0.04409,1
rs75968099,Pvalb_13,0.192607,0.04409,1
rs75968099,Pvalb_14,0.20562206,0.04409,1
rs75968099,Pvalb_15,0.19702576,0.04409,1
rs75968099,Pvalb_2,0.21029267,0.04409,1
rs75968099,Pvalb_3,0.18549396,0.04409,1
rs75968099,Pvalb_5,0.178157,0.04409,1
rs75968099,Pvalb_6,0.15697037,0.04409,1
rs75968099,Pvalb_7,0.25553098,0.04409,1
rs75968099,Pvalb_8,0.13668062,0.04409,1
rs75968099,Pvalb_9,0.1533562,0.04409,1
rs75968099,SMC-SEAAD,0.0,0.04409,1
rs75968099,Sncg_1,0.07418856,0.04409,1
rs75968099,Sncg_2,0.08225108,0.04409,1
rs75968099,Sncg_3,0.15462185,0.04409,1
rs75968099,Sncg_4,0.055301648,0.04409,1
rs75968099,Sncg_5,0.07042254,0.04409,1
rs75968099,Sncg_6,0.06709782,0.04409,1
rs75968099,Sncg_8,0.05250875,0.04409,1
rs75968099,Sst Chodl_1,0.24460433,0.04409,1
rs75968099,Sst Chodl_2,0.2761905,0.04409,1
rs75968099,Sst_1,0.27748692,0.04409,1
rs75968099,Sst_10,0.17388889,0.04409,1
rs75968099,Sst_11,0.09655173,0.04409,1
rs75968099,Sst_12,0.23753977,0.04409,1
rs75968099,Sst_13,0.1602476,0.04409,1
rs75968099,Sst_19,0.106552355,0.04409,1
rs75968099,Sst_2,0.12587413,0.04409,1
rs75968099,Sst_20,0.105704695,0.04409,1
rs75968099,Sst_22,0.20731708,0.04409,1
rs75968099,Sst_23,0.119478635,0.04409,1
rs75968099,Sst_25,0.16645078,0.04409,1
rs75968099,Sst_3,0.13363755,0.04409,1
rs75968099,Sst_4,0.28287196,0.04409,1
rs75968099,Sst_5,0.3034483,0.04409,1
rs75968099,Sst_7,0.18169399,0.04409,1
rs75968099,Sst_9,0.24512196,0.04409,1
rs75968099,VLMC_1,0.0129683,0.04409,1
rs75968099,Vip_1,0.10258645,0.04409,1
rs75968099,Vip_11,0.120617114,0.04409,1
rs75968099,Vip_12,0.07518402,0.04409,1
rs75968099,Vip_13,0.16384389,0.04409,1
rs75968099,Vip_14,0.138322,0.04409,1
rs75968099,Vip_15,0.10871695,0.04409,1
rs75968099,Vip_16,0.12531969,0.04409,1
rs75968099,Vip_18,0.12970711,0.04409,1
rs75968099,Vip_19,0.1411093,0.04409,1
rs75968099,Vip_2,0.08614565,0.04409,1
rs75968099,Vip_21,0.10104012,0.04409,1
rs75968099,Vip_23,0.071595855,0.04409,1
rs75968099,Vip_4,0.07283428,0.04409,1
rs75968099,Vip_5,0.07052897,0.04409,1
rs75968099,Vip_6,0.11785503,0.04409,1
rs75968099,Vip_9,0.13103448,0.04409,1
rs9813516,Astro_1,0.12890625,0.23138,3
rs9813516,Astro_2,0.14403291,0.23138,3
rs9813516,Astro_3,0.14970975,0.23138,3
rs9813516,Astro_4,0.09042553,0.23138,3
rs9813516,Astro_5,0.14051282,0.23138,3
rs9813516,Astro_6-SEAAD,0.17781691,0.23138,3
rs9813516,Chandelier_1,0.07589525,0.23138,3
rs9813516,Chandelier_2,0.07635983,0.23138,3
rs9813516,Endo_1,0.0,0.23138,3
rs9813516,Endo_2,0.016460905,0.23138,3
rs9813516,Endo_3,0.0,0.23138,3
rs9813516,L2/3 IT_1,0.268508,0.23138,3
rs9813516,L2/3 IT_10,0.31967217,0.23138,3
rs9813516,L2/3 IT_12,0.37903652,0.23138,3
rs9813516,L2/3 IT_13,0.36075023,0.23138,3
rs9813516,L2/3 IT_2,0.15384616,0.23138,3
rs9813516,L2/3 IT_3,0.30530566,0.23138,3
rs9813516,L2/3 IT_5,0.2896934,0.23138,3
rs9813516,L2/3 IT_6,0.3051474,0.23138,3
rs9813516,L2/3 IT_7,0.36334175,0.23138,3
rs9813516,L2/3 IT_8,0.33237672,0.23138,3
rs9813516,L4 IT_1,0.19929329,0.23138,3
rs9813516,L4 IT_2,0.05089118,0.23138,3
rs9813516,L4 IT_3,0.08140531,0.23138,3
rs9813516,L4 IT_4,0.06782727,0.23138,3
rs9813516,L5 ET_1,0.27181208,0.23138,3
rs9813516,L5 ET_2,0.28057554,0.23138,3
rs9813516,L5 IT_1,0.06621173,0.23138,3
rs9813516,L5 IT_2,0.23485523,0.23138,3
rs9813516,L5 IT_3,0.2743198,0.23138,3
rs9813516,L5 IT_5,0.32441372,0.23138,3
rs9813516,L5 IT_6,0.34589317,0.23138,3
rs9813516,L5 IT_7,0.3379214,0.23138,3
rs9813516,L5/6 NP_1,0.08278689,0.23138,3
rs9813516,L5/6 NP_2,0.077891424,0.23138,3
rs9813516,L5/6 NP_3,0.05035971,0.23138,3
rs9813516,L5/6 NP_4,0.04752066,0.23138,3
rs9813516,L5/6 NP_6,0.10313902,0.23138,3
rs9813516,L6 CT_1,0.30553937,0.23138,3
rs9813516,L6 CT_2,0.35228848,0.23138,3
rs9813516,L6 CT_3,0.35563383,0.23138,3
rs9813516,L6 CT_4,0.30569947,0.23138,3
rs9813516,L6 IT Car3_1,0.17972831,0.23138,3
rs9813516,L6 IT Car3_2,0.25960135,0.23138,3
rs9813516,L6 IT Car3_3,0.22646184,0.23138,3
rs9813516,L6 IT_1,0.19624287,0.23138,3
rs9813516,L6 IT_2,0.3513306,0.23138,3
rs9813516,L6b_1,0.3047776,0.23138,3
rs9813516,L6b_2,0.35077792,0.23138,3
rs9813516,L6b_3,0.114285715,0.23138,3
rs9813516,L6b_4,0.27747253,0.23138,3
rs9813516,L6b_5,0.22440945,0.23138,3
rs9813516,L6b_6,0.4153558,0.23138,3
rs9813516,Lamp5_1,0.3840336,0.23138,3
rs9813516,Lamp5_2,0.3529474,0.23138,3
rs9813516,Lamp5_3,0.372678,0.23138,3
rs9813516,Lamp5_4,0.267658,0.23138,3
rs9813516,Lamp5_5,0.21806853,0.23138,3
rs9813516,Lamp5_6,0.21625544,0.23138,3
rs9813516,Lamp5_Lhx6_1,0.3765013,0.23138,3
rs9813516,Lymphocyte,0.018264838,0.23138,3
rs9813516,Micro-PVM_1,0.013422818,0.23138,3
rs9813516,Micro-PVM_2,0.013050571,0.23138,3
rs9813516,Micro-PVM_2_1-SEAAD,0.028571429,0.23138,3
rs9813516,Micro-PVM_2_3-SEAAD,0.008351894,0.23138,3
rs9813516,Micro-PVM_3-SEAAD,0.005494505,0.23138,3
rs9813516,Micro-PVM_4-SEAAD,0.0,0.23138,3
rs9813516,Monocyte,0.0,0.23138,3
rs9813516,OPC_1,0.1764706,0.23138,3
rs9813516,OPC_2,0.066397846,0.23138,3
rs9813516,OPC_2_1-SEAAD,0.06311361,0.23138,3
rs9813516,OPC_2_2-SEAAD,0.09840426,0.23138,3
rs9813516,Oligo_1,0.0334314,0.23138,3
rs9813516,Oligo_2,0.020412298,0.23138,3
rs9813516,Oligo_2_1-SEAAD,0.0225,0.23138,3
rs9813516,Oligo_3,0.0,0.23138,3
rs9813516,Oligo_4,0.014426878,0.23138,3
rs9813516,Pax6_1,0.19843926,0.23138,3
rs9813516,Pax6_2,0.19871797,0.23138,3
rs9813516,Pax6_3,0.18050541,0.23138,3
rs9813516,Pax6_4,0.22554892,0.23138,3
rs9813516,Pericyte_1,0.0038314175,0.23138,3
rs9813516,Pericyte_2-SEAAD,0.0,0.23138,3
rs9813516,Pvalb_1,0.198766,0.23138,3
rs9813516,Pvalb_10,0.24594852,0.23138,3
rs9813516,Pvalb_12,0.20478469,0.23138,3
rs9813516,Pvalb_13,0.11673152,0.23138,3
rs9813516,Pvalb_14,0.1749089,0.23138,3
rs9813516,Pvalb_15,0.19439305,0.23138,3
rs9813516,Pvalb_2,0.20453799,0.23138,3
rs9813516,Pvalb_3,0.13964152,0.23138,3
rs9813516,Pvalb_5,0.11058021,0.23138,3
rs9813516,Pvalb_6,0.08836443,0.23138,3
rs9813516,Pvalb_7,0.10176992,0.23138,3
rs9813516,Pvalb_8,0.05578801,0.23138,3
rs9813516,Pvalb_9,0.11513965,0.23138,3
rs9813516,SMC-SEAAD,0.33333334,0.23138,3
rs9813516,Sncg_1,0.2488408,0.23138,3
rs9813516,Sncg_2,0.32900432,0.23138,3
rs9813516,Sncg_3,0.08571429,0.23138,3
rs9813516,Sncg_4,0.21252283,0.23138,3
rs9813516,Sncg_5,0.276273,0.23138,3
rs9813516,Sncg_6,0.1754244,0.23138,3
rs9813516,Sncg_8,0.24329054,0.23138,3
rs9813516,Sst Chodl_1,0.12589929,0.23138,3
rs9813516,Sst Chodl_2,0.12857144,0.23138,3
rs9813516,Sst_1,0.052356023,0.23138,3
rs9813516,Sst_10,0.036666665,0.23138,3
rs9813516,Sst_11,0.04551724,0.23138,3
rs9813516,Sst_12,0.04241782,0.23138,3
rs9813516,Sst_13,0.019944979,0.23138,3
rs9813516,Sst_19,0.022657685,0.23138,3
rs9813516,Sst_2,0.031080032,0.23138,3
rs9813516,Sst_20,0.034395974,0.23138,3
rs9813516,Sst_22,0.067073174,0.23138,3
rs9813516,Sst_23,0.099203475,0.23138,3
rs9813516,Sst_25,0.071243525,0.23138,3
rs9813516,Sst_3,0.031942632,0.23138,3
rs9813516,Sst_4,0.033737026,0.23138,3
rs9813516,Sst_5,0.028735632,0.23138,3
rs9813516,Sst_7,0.14207649,0.23138,3
rs9813516,Sst_9,0.061585367,0.23138,3
rs9813516,VLMC_1,0.010086455,0.23138,3
rs9813516,Vip_1,0.12060448,0.23138,3
rs9813516,Vip_11,0.090322584,0.23138,3
rs9813516,Vip_12,0.08569926,0.23138,3
rs9813516,Vip_13,0.067746684,0.23138,3
rs9813516,Vip_14,0.12698413,0.23138,3
rs9813516,Vip_15,0.29382962,0.23138,3
rs9813516,Vip_16,0.13043478,0.23138,3
rs9813516,Vip_18,0.14728034,0.23138,3
rs9813516,Vip_19,0.16680261,0.23138,3
rs9813516,Vip_2,0.14520426,0.23138,3
rs9813516,Vip_21,0.30906388,0.23138,3
rs9813516,Vip_23,0.25225827,0.23138,3
rs9813516,Vip_4,0.14364539,0.23138,3
rs9813516,Vip_5,0.1649874,0.23138,3
rs9813516,Vip_6,0.11667649,0.23138,3
rs9813516,Vip_9,0.1215971,0.23138,3
rs704364,Astro_1,0.914046,0.14213,3
rs704364,Astro_2,0.93461907,0.14213,3
rs704364,Astro_3,1.1404237,0.14213,3
rs704364,Astro_4,0.86386746,0.14213,3
rs704364,Astro_5,0.87453854,0.14213,3
rs704364,Astro_6-SEAAD,1.0706475,0.14213,3
rs704364,Chandelier_1,0.841678,0.14213,3
rs704364,Chandelier_2,0.81548643,0.14213,3
rs704364,Endo_1,0.19999999,0.14213,3
rs704364,Endo_2,0.3887767,0.14213,3
rs704364,Endo_3,0.45461133,0.14213,3
rs704364,L2/3 IT_1,0.9048734,0.14213,3
rs704364,L2/3 IT_10,1.2745245,0.14213,3
rs704364,L2/3 IT_12,1.2006365,0.14213,3
rs704364,L2/3 IT_13,1.3892734,0.14213,3
rs704364,L2/3 IT_2,0.9760334,0.14213,3
rs704364,L2/3 IT_3,1.2614774,0.14213,3
rs704364,L2/3 IT_5,1.2446874,0.14213,3
rs704364,L2/3 IT_6,1.0908256,0.14213,3
rs704364,L2/3 IT_7,0.9619542,0.14213,3
rs704364,L2/3 IT_8,1.196838,0.14213,3
rs704364,L4 IT_1,0.9591225,0.14213,3
rs704364,L4 IT_2,0.98701525,0.14213,3
rs704364,L4 IT_3,1.0341713,0.14213,3
rs704364,L4 IT_4,0.9471475,0.14213,3
rs704364,L5 ET_1,1.5183387,0.14213,3
rs704364,L5 ET_2,1.3634492,0.14213,3
rs704364,L5 IT_1,1.0192657,0.14213,3
rs704364,L5 IT_2,1.020749,0.14213,3
rs704364,L5 IT_3,1.2154827,0.14213,3
rs704364,L5 IT_5,1.2128308,0.14213,3
rs704364,L5 IT_6,1.2716287,0.14213,3
rs704364,L5 IT_7,1.2969631,0.14213,3
rs704364,L5/6 NP_1,1.1115844,0.14213,3
rs704364,L5/6 NP_2,1.087503,0.14213,3
rs704364,L5/6 NP_3,1.0353789,0.14213,3
rs704364,L5/6 NP_4,1.0116266,0.14213,3
rs704364,L5/6 NP_6,1.0961058,0.14213,3
rs704364,L6 CT_1,1.0373578,0.14213,3
rs704364,L6 CT_2,1.1819919,0.14213,3
rs704364,L6 CT_3,1.1659784,0.14213,3
rs704364,L6 CT_4,1.2952675,0.14213,3
rs704364,L6 IT Car3_1,1.1397767,0.14213,3
rs704364,L6 IT Car3_2,1.2425159,0.14213,3
rs704364,L6 IT Car3_3,1.227214,0.14213,3
rs704364,L6 IT_1,1.1758981,0.14213,3
rs704364,L6 IT_2,1.2793238,0.14213,3
rs704364,L6b_1,1.0494783,0.14213,3
rs704364,L6b_2,1.1382189,0.14213,3
rs704364,L6b_3,1.2701732,0.14213,3
rs704364,L6b_4,0.9804192,0.14213,3
rs704364,L6b_5,0.8916687,0.14213,3
rs704364,L6b_6,1.1561621,0.14213,3
rs704364,Lamp5_1,0.7643263,0.14213,3
rs704364,Lamp5_2,0.7630214,0.14213,3
rs704364,Lamp5_3,0.78594327,0.14213,3
rs704364,Lamp5_4,0.7701204,0.14213,3
rs704364,Lamp5_5,0.6086672,0.14213,3
rs704364,Lamp5_6,0.6527749,0.14213,3
rs704364,Lamp5_Lhx6_1,0.9130977,0.14213,3
rs704364,Lymphocyte,0.4251603,0.14213,3
rs704364,Micro-PVM_1,0.6163447,0.14213,3
rs704364,Micro-PVM_2,0.8229947,0.14213,3
rs704364,Micro-PVM_2_1-SEAAD,1.7209597,0.14213,3
rs704364,Micro-PVM_2_3-SEAAD,0.7646951,0.14213,3
rs704364,Micro-PVM_3-SEAAD,0.87659544,0.14213,3
rs704364,Micro-PVM_4-SEAAD,0.8769324,0.14213,3
rs704364,Monocyte,0.7697636,0.14213,3
rs704364,OPC_1,1.7144536,0.14213,3
rs704364,OPC_2,0.9931382,0.14213,3
rs704364,OPC_2_1-SEAAD,0.67415714,0.14213,3
rs704364,OPC_2_2-SEAAD,0.883733,0.14213,3
rs704364,Oligo_1,0.7681905,0.14213,3
rs704364,Oligo_2,0.6037873,0.14213,3
rs704364,Oligo_2_1-SEAAD,0.5759392,0.14213,3
rs704364,Oligo_3,0.36370155,0.14213,3
rs704364,Oligo_4,0.66650945,0.14213,3
rs704364,Pax6_1,0.8563602,0.14213,3
rs704364,Pax6_2,0.9238006,0.14213,3
rs704364,Pax6_3,1.0583881,0.14213,3
rs704364,Pax6_4,0.8679192,0.14213,3
rs704364,Pericyte_1,0.43017778,0.14213,3
rs704364,Pericyte_2-SEAAD,0.28796303,0.14213,3
rs704364,Pvalb_1,1.1440246,0.14213,3
rs704364,Pvalb_10,1.3101273,0.14213,3
rs704364,Pvalb_12,1.0710677,0.14213,3
rs704364,Pvalb_13,1.3123227,0.14213,3
rs704364,Pvalb_14,0.9671645,0.14213,3
rs704364,Pvalb_15,1.1323043,0.14213,3
rs704364,Pvalb_2,1.0419185,0.14213,3
rs704364,Pvalb_3,1.0232656,0.14213,3
rs704364,Pvalb_5,0.8707026,0.14213,3
rs704364,Pvalb_6,1.0003228,0.14213,3
rs704364,Pvalb_7,1.097772,0.14213,3
rs704364,Pvalb_8,0.7713358,0.14213,3
rs704364,Pvalb_9,0.9772467,0.14213,3
rs704364,SMC-SEAAD,0.5077863,0.14213,3
rs704364,Sncg_1,0.6353659,0.14213,3
rs704364,Sncg_2,0.83580834,0.14213,3
rs704364,Sncg_3,0.8105607,0.14213,3
rs704364,Sncg_4,0.70777035,0.14213,3
rs704364,Sncg_5,0.7478105,0.14213,3
rs704364,Sncg_6,0.724101,0.14213,3
rs704364,Sncg_8,0.6870469,0.14213,3
rs704364,Sst Chodl_1,1.0640079,0.14213,3
rs704364,Sst Chodl_2,1.0129137,0.14213,3
rs704364,Sst_1,1.0478016,0.14213,3
rs704364,Sst_10,0.8030193,0.14213,3
rs704364,Sst_11,0.6083111,0.14213,3
rs704364,Sst_12,1.0507809,0.14213,3
rs704364,Sst_13,0.7776158,0.14213,3
rs704364,Sst_19,0.7013238,0.14213,3
rs704364,Sst_2,0.81300896,0.14213,3
rs704364,Sst_20,0.76262206,0.14213,3
rs704364,Sst_22,0.87845224,0.14213,3
rs704364,Sst_23,0.6931702,0.14213,3
rs704364,Sst_25,0.91907513,0.14213,3
rs704364,Sst_3,0.8308018,0.14213,3
rs704364,Sst_4,1.0144556,0.14213,3
rs704364,Sst_5,0.87467164,0.14213,3
rs704364,Sst_7,1.0331302,0.14213,3
rs704364,Sst_9,1.0640249,0.14213,3
rs704364,VLMC_1,0.66607624,0.14213,3
rs704364,Vip_1,0.6142421,0.14213,3
rs704364,Vip_11,0.77282625,0.14213,3
rs704364,Vip_12,0.6278982,0.14213,3
rs704364,Vip_13,0.7936964,0.14213,3
rs704364,Vip_14,0.8476311,0.14213,3
rs704364,Vip_15,0.8482083,0.14213,3
rs704364,Vip_16,0.8788195,0.14213,3
rs704364,Vip_18,0.59337056,0.14213,3
rs704364,Vip_19,0.67148554,0.14213,3
rs704364,Vip_2,0.7132609,0.14213,3
rs704364,Vip_21,0.71449864,0.14213,3
rs704364,Vip_23,0.64128566,0.14213,3
rs704364,Vip_4,0.6983974,0.14213,3
rs704364,Vip_5,0.7427143,0.14213,3
rs704364,Vip_6,0.8471135,0.14213,3
rs704364,Vip_9,0.8252379,0.14213,3
rs60135207,Astro_1,1.1414719,0.26319000000000004,8
rs60135207,Astro_2,1.2319343,0.26319000000000004,8
rs60135207,Astro_3,1.459811,0.26319000000000004,8
rs60135207,Astro_4,1.290606,0.26319000000000004,8
rs60135207,Astro_5,1.120653,0.26319000000000004,8
rs60135207,Astro_6-SEAAD,1.1711683,0.26319000000000004,8
rs60135207,Chandelier_1,1.045076,0.26319000000000004,8
rs60135207,Chandelier_2,1.0980197,0.26319000000000004,8
rs60135207,Endo_1,0.31809717,0.26319000000000004,8
rs60135207,Endo_2,0.90565944,0.26319000000000004,8
rs60135207,Endo_3,0.8796422,0.26319000000000004,8
rs60135207,L2/3 IT_1,1.9186182,0.26319000000000004,8
rs60135207,L2/3 IT_10,2.7562122,0.26319000000000004,8
rs60135207,L2/3 IT_12,2.752066,0.26319000000000004,8
rs60135207,L2/3 IT_13,3.1230688,0.26319000000000004,8
rs60135207,L2/3 IT_2,2.1311862,0.26319000000000004,8
rs60135207,L2/3 IT_3,2.9360683,0.26319000000000004,8
rs60135207,L2/3 IT_5,2.7974505,0.26319000000000004,8
rs60135207,L2/3 IT_6,2.3587213,0.26319000000000004,8
rs60135207,L2/3 IT_7,2.0519707,0.26319000000000004,8
rs60135207,L2/3 IT_8,2.585188,0.26319000000000004,8
rs60135207,L4 IT_1,2.6180797,0.26319000000000004,8
rs60135207,L4 IT_2,2.6100051,0.26319000000000004,8
rs60135207,L4 IT_3,2.604518,0.26319000000000004,8
rs60135207,L4 IT_4,2.8392253,0.26319000000000004,8
rs60135207,L5 ET_1,3.7133923,0.26319000000000004,8
rs60135207,L5 ET_2,3.8562512,0.26319000000000004,8
rs60135207,L5 IT_1,3.000318,0.26319000000000004,8
rs60135207,L5 IT_2,2.8569455,0.26319000000000004,8
rs60135207,L5 IT_3,3.4051957,0.26319000000000004,8
rs60135207,L5 IT_5,3.4210825,0.26319000000000004,8
rs60135207,L5 IT_6,3.4637733,0.26319000000000004,8
rs60135207,L5 IT_7,3.6210437,0.26319000000000004,8
rs60135207,L5/6 NP_1,3.4114366,0.26319000000000004,8
rs60135207,L5/6 NP_2,3.3923643,0.26319000000000004,8
rs60135207,L5/6 NP_3,3.1514919,0.26319000000000004,8
rs60135207,L5/6 NP_4,2.9500756,0.26319000000000004,8
rs60135207,L5/6 NP_6,3.5254278,0.26319000000000004,8
rs60135207,L6 CT_1,3.3435333,0.26319000000000004,8
rs60135207,L6 CT_2,3.4892957,0.26319000000000004,8
rs60135207,L6 CT_3,3.5211682,0.26319000000000004,8
rs60135207,L6 CT_4,3.1548119,0.26319000000000004,8
rs60135207,L6 IT Car3_1,2.6050837,0.26319000000000004,8
rs60135207,L6 IT Car3_2,2.768952,0.26319000000000004,8
rs60135207,L6 IT Car3_3,3.095456,0.26319000000000004,8
rs60135207,L6 IT_1,3.0095665,0.26319000000000004,8
rs60135207,L6 IT_2,3.5730457,0.26319000000000004,8
rs60135207,L6b_1,2.264921,0.26319000000000004,8
rs60135207,L6b_2,2.79243,0.26319000000000004,8
rs60135207,L6b_3,2.4327195,0.26319000000000004,8
rs60135207,L6b_4,1.7911458,0.26319000000000004,8
rs60135207,L6b_5,2.030662,0.26319000000000004,8
rs60135207,L6b_6,2.843385,0.26319000000000004,8
rs60135207,Lamp5_1,1.2465856,0.26319000000000004,8
rs60135207,Lamp5_2,1.1383895,0.26319000000000004,8
rs60135207,Lamp5_3,1.1607918,0.26319000000000004,8
rs60135207,Lamp5_4,1.3930807,0.26319000000000004,8
rs60135207,Lamp5_5,0.95973486,0.26319000000000004,8
rs60135207,Lamp5_6,1.1389908,0.26319000000000004,8
rs60135207,Lamp5_Lhx6_1,1.3130075,0.26319000000000004,8
rs60135207,Lymphocyte,0.5369955,0.26319000000000004,8
rs60135207,Micro-PVM_1,1.461503,0.26319000000000004,8
rs60135207,Micro-PVM_2,1.361971,0.26319000000000004,8
rs60135207,Micro-PVM_2_1-SEAAD,3.345735,0.26319000000000004,8
rs60135207,Micro-PVM_2_3-SEAAD,1.3880657,0.26319000000000004,8
rs60135207,Micro-PVM_3-SEAAD,1.5812321,0.26319000000000004,8
rs60135207,Micro-PVM_4-SEAAD,0.8127,0.26319000000000004,8
rs60135207,Monocyte,1.6844717,0.26319000000000004,8
rs60135207,OPC_1,1.9022983,0.26319000000000004,8
rs60135207,OPC_2,1.4778818,0.26319000000000004,8
rs60135207,OPC_2_1-SEAAD,1.0368606,0.26319000000000004,8
rs60135207,OPC_2_2-SEAAD,1.3856745,0.26319000000000004,8
rs60135207,Oligo_1,1.7462137,0.26319000000000004,8
rs60135207,Oligo_2,1.2602227,0.26319000000000004,8
rs60135207,Oligo_2_1-SEAAD,1.0131156,0.26319000000000004,8
rs60135207,Oligo_3,1.1970427,0.26319000000000004,8
rs60135207,Oligo_4,1.3049033,0.26319000000000004,8
rs60135207,Pax6_1,1.2792591,0.26319000000000004,8
rs60135207,Pax6_2,1.5518149,0.26319000000000004,8
rs60135207,Pax6_3,1.5597389,0.26319000000000004,8
rs60135207,Pax6_4,1.4584379,0.26319000000000004,8
rs60135207,Pericyte_1,0.82846117,0.26319000000000004,8
rs60135207,Pericyte_2-SEAAD,0.53016204,0.26319000000000004,8
rs60135207,Pvalb_1,1.8206475,0.26319000000000004,8
rs60135207,Pvalb_10,2.0745351,0.26319000000000004,8
rs60135207,Pvalb_12,1.6902862,0.26319000000000004,8
rs60135207,Pvalb_13,1.9665619,0.26319000000000004,8
rs60135207,Pvalb_14,1.5919029,0.26319000000000004,8
rs60135207,Pvalb_15,1.7136878,0.26319000000000004,8
rs60135207,Pvalb_2,1.5484965,0.26319000000000004,8
rs60135207,Pvalb_3,1.638904,0.26319000000000004,8
rs60135207,Pvalb_5,1.5647271,0.26319000000000004,8
rs60135207,Pvalb_6,1.6316361,0.26319000000000004,8
rs60135207,Pvalb_7,2.0433521,0.26319000000000004,8
rs60135207,Pvalb_8,1.4140034,0.26319000000000004,8
rs60135207,Pvalb_9,1.5471076,0.26319000000000004,8
rs60135207,SMC-SEAAD,0.3976215,0.26319000000000004,8
rs60135207,Sncg_1,1.1334529,0.26319000000000004,8
rs60135207,Sncg_2,1.4708809,0.26319000000000004,8
rs60135207,Sncg_3,1.3196106,0.26319000000000004,8
rs60135207,Sncg_4,1.018809,0.26319000000000004,8
rs60135207,Sncg_5,1.107382,0.26319000000000004,8
rs60135207,Sncg_6,1.0755433,0.26319000000000004,8
rs60135207,Sncg_8,1.1491483,0.26319000000000004,8
rs60135207,Sst Chodl_1,1.618991,0.26319000000000004,8
rs60135207,Sst Chodl_2,1.7661935,0.26319000000000004,8
rs60135207,Sst_1,1.3903664,0.26319000000000004,8
rs60135207,Sst_10,1.50494,0.26319000000000004,8
rs60135207,Sst_11,0.91606975,0.26319000000000004,8
rs60135207,Sst_12,1.5277975,0.26319000000000004,8
rs60135207,Sst_13,1.499753,0.26319000000000004,8
rs60135207,Sst_19,1.0454266,0.26319000000000004,8
rs60135207,Sst_2,1.2762923,0.26319000000000004,8
rs60135207,Sst_20,1.0913002,0.26319000000000004,8
rs60135207,Sst_22,1.1505141,0.26319000000000004,8
rs60135207,Sst_23,1.1578664,0.26319000000000004,8
rs60135207,Sst_25,1.276483,0.26319000000000004,8
rs60135207,Sst_3,1.2016039,0.26319000000000004,8
rs60135207,Sst_4,1.8537065,0.26319000000000004,8
rs60135207,Sst_5,1.4584727,0.26319000000000004,8
rs60135207,Sst_7,1.5478494,0.26319000000000004,8
rs60135207,Sst_9,1.6702318,0.26319000000000004,8
rs60135207,VLMC_1,1.2873963,0.26319000000000004,8
rs60135207,Vip_1,0.9185977,0.26319000000000004,8
rs60135207,Vip_11,1.2239796,0.26319000000000004,8
rs60135207,Vip_12,0.78631306,0.26319000000000004,8
rs60135207,Vip_13,1.2746718,0.26319000000000004,8
rs60135207,Vip_14,1.3493013,0.26319000000000004,8
rs60135207,Vip_15,1.0906597,0.26319000000000004,8
rs60135207,Vip_16,1.3612057,0.26319000000000004,8
rs60135207,Vip_18,0.93621373,0.26319000000000004,8
rs60135207,Vip_19,0.97209334,0.26319000000000004,8
rs60135207,Vip_2,0.9104812,0.26319000000000004,8
rs60135207,Vip_21,0.8668238,0.26319000000000004,8
rs60135207,Vip_23,0.8255894,0.26319000000000004,8
rs60135207,Vip_4,0.9501371,0.26319000000000004,8
rs60135207,Vip_5,1.2022874,0.26319000000000004,8
rs60135207,Vip_6,1.201552,0.26319000000000004,8
rs60135207,Vip_9,1.2393463,0.26319000000000004,8
rs167924,Astro_1,0.21190101,0.22662900000000002,6
rs167924,Astro_2,0.2269455,0.22662900000000002,6
rs167924,Astro_3,0.34368545,0.22662900000000002,6
rs167924,Astro_4,0.34215286,0.22662900000000002,6
rs167924,Astro_5,0.2196495,0.22662900000000002,6
rs167924,Astro_6-SEAAD,0.26699433,0.22662900000000002,6
rs167924,Chandelier_1,0.3103562,0.22662900000000002,6
rs167924,Chandelier_2,0.30790597,0.22662900000000002,6
rs167924,Endo_1,0.0,0.22662900000000002,6
rs167924,Endo_2,0.09496457,0.22662900000000002,6
rs167924,Endo_3,0.05535498,0.22662900000000002,6
rs167924,L2/3 IT_1,0.33205757,0.22662900000000002,6
rs167924,L2/3 IT_10,0.6301556,0.22662900000000002,6
rs167924,L2/3 IT_12,0.6626372,0.22662900000000002,6
rs167924,L2/3 IT_13,0.7268067,0.22662900000000002,6
rs167924,L2/3 IT_2,0.49938565,0.22662900000000002,6
rs167924,L2/3 IT_3,0.7876693,0.22662900000000002,6
rs167924,L2/3 IT_5,0.7349094,0.22662900000000002,6
rs167924,L2/3 IT_6,0.44509605,0.22662900000000002,6
rs167924,L2/3 IT_7,0.31735063,0.22662900000000002,6
rs167924,L2/3 IT_8,0.53853077,0.22662900000000002,6
rs167924,L4 IT_1,0.56036645,0.22662900000000002,6
rs167924,L4 IT_2,0.6556206,0.22662900000000002,6
rs167924,L4 IT_3,0.73996294,0.22662900000000002,6
rs167924,L4 IT_4,0.6813407,0.22662900000000002,6
rs167924,L5 ET_1,0.43451956,0.22662900000000002,6
rs167924,L5 ET_2,0.68021643,0.22662900000000002,6
rs167924,L5 IT_1,0.59995115,0.22662900000000002,6
