gene,expression,group,donor,supertype
SST,1.4527991848087627,Vulnerable,H19.30.002,Sst_3
SST,0.0,Not depleted,H19.30.002,Sst_9
SST,2.1417138090104144,Vulnerable,H19.30.002,Sst_22
SST,1.9123055122375716,Not depleted,H19.30.002,Sst_23
SST,0.6632942174102642,Vulnerable,H19.30.002,Sst_3
SST,2.3723814011596307,Not depleted,H19.30.002,Sst_19
SST,1.7439600035820544,Vulnerable,H19.30.002,Sst_3
SST,1.6281507702010383,Not depleted,H19.30.002,Sst_11
SST,1.507039833930726,Vulnerable,H19.30.002,Sst_25
SST,2.1801829298164286,Vulnerable,H19.30.002,Sst_25
SST,1.4336639443880765,Vulnerable,H19.30.002,Sst_25
SST,0.7391771677658715,Vulnerable,H19.30.002,Sst_3
SST,1.4531442653088638,Vulnerable,H19.30.002,Sst_25
SST,1.557404906171678,Vulnerable,H19.30.002,Sst_3
SST,0.0,Vulnerable,H19.30.002,Sst_2
SST,0.46903068451456714,Not depleted,H19.30.002,Sst_9
SST,1.5821656321054758,Not depleted,H19.30.002,Sst_9
SST,1.493777997588202,Not depleted,H19.30.002,Sst_13
SST,2.347248810751769,Not depleted,H19.30.002,Sst_23
SST,0.0,Not depleted,H19.30.002,Sst_7
SST,1.1591511332137532,Vulnerable,H19.30.002,Sst_3
SST,2.3901735993758,Vulnerable,H19.30.002,Sst_25
SST,1.0378547196979726,Not depleted,H19.30.002,Sst_11
SST,2.865263684234947,Not depleted,H19.30.002,Sst_13
SST,1.1671293042972046,Not depleted,H19.30.002,Sst_13
SST,1.7108705184138648,Not depleted,H19.30.002,Sst_19
SST,0.7007325519492019,Vulnerable,H19.30.002,Sst_22
SST,2.3305717502229184,Not depleted,H19.30.002,Sst_19
SST,1.9734364243472524,Not depleted,H19.30.002,Sst_11
SST,1.14278779114876,Vulnerable,H19.30.002,Sst_20
SST,0.8338145100499166,Vulnerable,H19.30.002,Sst_3
SST,2.4920870175616026,Vulnerable,H19.30.002,Sst_22
SST,0.4596582416668781,Not depleted,H19.30.002,Sst_13
SST,1.9382565066116164,Not depleted,H19.30.002,Sst_11
SST,1.6489817795730668,Not depleted,H19.30.002,Sst_23
SST,2.3157401931160932,Vulnerable,H19.30.002,Sst_2
SST,1.669007330794225,Not depleted,H19.30.002,Sst_19
SST,2.6728810378901553,Not depleted,H19.30.002,Sst_12
SST,1.6620893105503172,Vulnerable,H19.30.002,Sst_2
SST,1.4053425560905852,Vulnerable,H19.30.002,Sst_3
SST,1.1911765031396873,Vulnerable,H19.30.002,Sst_3
SST,0.7167556491598244,Vulnerable,H19.30.002,Sst_3
SST,2.103221515921686,Not depleted,H19.30.002,Sst_23
SST,2.2021528518809705,Not depleted,H19.30.002,Sst_11
SST,2.613609208662472,Not depleted,H19.30.002,Sst_11
SST,2.3301328594158144,Vulnerable,H19.30.002,Sst_22
SST,1.5704472242418264,Vulnerable,H19.30.002,Sst_20
SST,0.0,Not depleted,H19.30.002,Sst_19
SST,1.3639907929064063,Vulnerable,H19.30.002,Sst_3
SST,1.8361233583366179,Vulnerable,H19.30.002,Sst_25
SST,1.500113387456853,Not depleted,H19.30.002,Sst_11
SST,1.6004324218289365,Vulnerable,H19.30.002,Sst_22
SST,1.8797637935478209,Vulnerable,H19.30.002,Sst_3
SST,1.5089258059506836,Vulnerable,H19.30.002,Sst_3
SST,0.0,Not depleted,H19.30.002,Sst_5
SST,1.8882739382999565,Not depleted,H19.30.002,Sst_23
SST,1.271004528478229,Not depleted,H19.30.002,Sst_11
SST,2.0021722064286824,Vulnerable,H19.30.002,Sst_25
SST,1.6511063101075214,Vulnerable,H19.30.002,Sst_3
SST,1.5651890667076085,Not depleted,H19.30.002,Sst_19
SST,1.9497341633396874,Not depleted,H19.30.002,Sst_23
SST,0.8788189812128674,Vulnerable,H19.30.002,Sst_3
SST,1.4532446883833265,Vulnerable,H19.30.002,Sst_3
SST,0.0,Not depleted,H19.30.002,Sst_9
SST,2.762475056338718,Vulnerable,H19.30.002,Sst_20
SST,1.7030436989282416,Not depleted,H19.30.002,Sst_13
SST,1.7904065847765642,Not depleted,H19.30.002,Sst_23
SST,0.0,Not depleted,H19.30.002,Sst_1
SST,0.0,Not depleted,H19.30.002,Sst_19
SST,2.2068826000945765,Vulnerable,H19.30.002,Sst_3
SST,1.462349822681609,Vulnerable,H19.30.002,Sst_22
SST,1.043063441834939,Vulnerable,H19.30.002,Sst_2
SST,2.287227779657528,Vulnerable,H19.30.002,Sst_25
SST,1.7968469781976146,Vulnerable,H19.30.002,Sst_22
SST,1.455407720473312,Not depleted,H19.30.002,Sst_19
SST,1.5505411377910057,Not depleted,H19.30.002,Sst_9
SST,1.6199739449625639,Not depleted,H19.30.002,Sst_11
SST,2.2824542255780713,Vulnerable,H19.30.002,Sst_25
SST,1.401561446692916,Vulnerable,H19.30.002,Sst_25
SST,2.408364763235587,Vulnerable,H19.30.002,Sst_2
SST,1.6783417103442821,Vulnerable,H19.30.002,Sst_3
SST,1.8394547055774948,Vulnerable,H19.30.002,Sst_20
SST,0.0,Vulnerable,H19.30.002,Sst_2
SST,2.344000550956003,Not depleted,H19.30.002,Sst_11
SST,1.3684507081801132,Vulnerable,H19.30.002,Sst_3
SST,0.9820809742916952,Vulnerable,H19.30.002,Sst_3
SST,0.0,Vulnerable,H19.30.002,Sst_3
SST,0.9475102314385636,Not depleted,H19.30.002,Sst_5
SST,1.4740510861174059,Not depleted,H19.30.002,Sst_9
SST,1.9560187163938518,Vulnerable,H19.30.002,Sst_25
SST,0.7763081596703569,Vulnerable,H19.30.002,Sst_3
SST,2.667895981266335,Not depleted,H19.30.002,Sst_19
SST,1.9314786592037287,Not depleted,H19.30.002,Sst_19
SST,2.435160682834379,Vulnerable,H19.30.002,Sst_3
SST,2.0992743538725485,Not depleted,H19.30.002,Sst_23
SST,1.5722597768107036,Vulnerable,H19.30.002,Sst_22
SST,2.2018276893174877,Vulnerable,H19.30.002,Sst_3
SST,1.765981682494132,Vulnerable,H19.30.002,Sst_3
SST,0.7422779843490586,Not depleted,H19.30.002,Sst_13
SST,1.6796125877701613,Not depleted,H19.30.002,Sst_19
SST,1.4125061057252635,Not depleted,H19.30.002,Sst_9
SST,1.8428386869679665,Vulnerable,H19.30.002,Sst_2
SST,1.2838998315088583,Not depleted,H19.30.002,Sst_13
SST,2.2646404593463987,Vulnerable,H19.30.002,Sst_20
SST,2.2785839086425863,Vulnerable,H19.30.002,Sst_3
SST,0.4908802649456637,Not depleted,H19.30.002,Sst_7
SST,1.0822184788924332,Vulnerable,H19.30.002,Sst_3
SST,0.7087021401151391,Vulnerable,H19.30.002,Sst_3
SST,0.4913724499669314,Not depleted,H19.30.002,Sst_4
SST,2.7089352862580798,Not depleted,H19.30.002,Sst_11
SST,0.8726087026186174,Vulnerable,H19.30.002,Sst_2
SST,2.015100453433781,Vulnerable,H19.30.002,Sst_2
SST,3.081190156915304,Not depleted,H19.30.002,Sst_12
SST,1.6786117329744268,Vulnerable,H19.30.002,Sst_3
SST,2.181332867486501,Vulnerable,H19.30.002,Sst_3
SST,2.7863774829303103,Vulnerable,H19.30.002,Sst_22
SST,1.6951660893646356,Vulnerable,H19.30.002,Sst_3
SST,2.918687585389878,Not depleted,H19.30.002,Sst_23
SST,1.5576760364344897,Not depleted,H19.30.002,Sst_11
SST,0.8498200743926911,Not depleted,H19.30.002,Sst_23
SST,0.0,Not depleted,H19.30.002,Sst_19
SST,2.341767393580538,Vulnerable,H19.30.002,Sst_25
SST,0.6742951986772933,Vulnerable,H19.30.002,Sst_2
SST,2.338164580793208,Vulnerable,H19.30.002,Sst_3
SST,0.0,Not depleted,H19.30.002,Sst_23
SST,1.1327655368614606,Vulnerable,H19.30.002,Sst_3
SST,1.4970771941531225,Vulnerable,H19.30.002,Sst_3
SST,2.742346593105898,Not depleted,H19.30.002,Sst_11
SST,1.8461261673519442,Not depleted,H19.30.002,Sst_12
SST,1.2366427835761835,Not depleted,H19.30.002,Sst_23
SST,0.6285911599254842,Not depleted,H19.30.002,Sst_13
SST,2.6728569022933395,Not depleted,H19.30.002,Sst_19
SST,1.8166666971213214,Not depleted,H19.30.002,Sst_23
SST,2.0865100030533554,Vulnerable,H19.30.002,Sst_25
SST,0.7668021366485597,Not depleted,H19.30.002,Sst_11
SST,2.4696452298086005,Vulnerable,H19.30.002,Sst_20
SST,2.139404676007338,Not depleted,H19.30.002,Sst_11
SST,1.8006689144627501,Vulnerable,H19.30.002,Sst_2
SST,1.8535474944943129,Vulnerable,H19.30.002,Sst_22
SST,0.0,Not depleted,H19.30.002,Sst_11
SST,1.8219706763762167,Vulnerable,H19.30.002,Sst_3
SST,2.303859931733341,Vulnerable,H19.30.002,Sst_3
SST,2.5614989700575803,Vulnerable,H19.30.002,Sst_3
SST,1.3843923799407294,Not depleted,H19.30.002,Sst_10
SST,1.66599303102381,Not depleted,H19.30.002,Sst_13
SST,1.784711054957088,Vulnerable,H19.30.002,Sst_3
SST,2.6793898147893347,Not depleted,H19.30.002,Sst_19
SST,2.58517713489113,Not depleted,H19.30.002,Sst_13
SST,2.155592661644433,Not depleted,H19.30.002,Sst_11
SST,1.362493559247919,Vulnerable,H19.30.002,Sst_25
SST,1.6999132064844373,Not depleted,H19.30.002,Sst_19
SST,0.5960466287243017,Vulnerable,H19.30.002,Sst_20
SST,0.7402364307641164,Vulnerable,H19.30.002,Sst_3
SST,1.1576024205346411,Vulnerable,H19.30.002,Sst_3
SST,1.0933072364384164,Not depleted,H19.30.002,Sst_19
SST,1.8611281289265742,Vulnerable,H19.30.002,Sst_20
SST,1.2471486094535502,Vulnerable,H19.30.002,Sst_25
SST,1.3963911916103326,Not depleted,H19.30.002,Sst_4
SST,0.7798091008035954,Vulnerable,H19.30.002,Sst_20
SST,1.3849798932730009,Vulnerable,H19.30.002,Sst_25
SST,2.3171131935569553,Not depleted,H19.30.002,Sst_23
SST,0.5063592069113306,Vulnerable,H19.30.002,Sst_3
SST,0.0,Not depleted,H19.30.002,Sst_11
SST,0.9712438235700005,Vulnerable,H19.30.002,Sst_20
SST,2.869324244107872,Not depleted,H19.30.002,Sst_9
SST,0.7044611002658823,Vulnerable,H19.30.002,Sst_3
SST,0.6273483574525679,Vulnerable,H19.30.002,Sst_3
SST,1.6239953874676598,Vulnerable,H19.30.002,Sst_25
SST,0.5695100003511022,Vulnerable,H19.30.002,Sst_3
SST,1.5787683777382822,Not depleted,H19.30.002,Sst_7
SST,0.8239958351843595,Vulnerable,H19.30.002,Sst_3
SST,1.2073120181890886,Vulnerable,H19.30.002,Sst_3
SST,0.4891411006311485,Not depleted,H19.30.002,Sst_7
SST,1.3986453421456793,Not depleted,H19.30.002,Sst_13
SST,1.7943474839966533,Not depleted,H19.30.002,Sst_19
SST,1.8977010465443669,Vulnerable,H19.30.002,Sst_22
SST,1.9445644184876507,Not depleted,H19.30.002,Sst_5
SST,1.3811840627449485,Vulnerable,H19.30.002,Sst_3
SST,1.8743613697894657,Not depleted,H19.30.002,Sst_10
SST,1.1781014397263483,Not depleted,H19.30.002,Sst_4
SST,1.3157100542881686,Not depleted,H19.30.002,Sst_11
SST,1.5427966288599775,Vulnerable,H19.30.002,Sst_20
SST,2.8146918321325973,Vulnerable,H19.30.002,Sst_25
SST,1.4857178087263894,Vulnerable,H19.30.002,Sst_25
SST,0.8761109043977724,Not depleted,H19.30.002,Sst_19
SST,1.6556667177645619,Not depleted,H19.30.002,Sst_11
SST,1.73309592119579,Vulnerable,H19.30.002,Sst_20
SST,0.0,Not depleted,H19.30.002,Sst_11
SST,1.6578638884356225,Vulnerable,H19.30.002,Sst_3
SST,1.3434022323352577,Vulnerable,H19.30.002,Sst_3
SST,1.6582460662594807,Vulnerable,H19.30.002,Sst_25
SST,1.9267516968401708,Not depleted,H19.30.002,Sst_11
SST,2.3177489841034715,Vulnerable,H19.30.002,Sst_2
SST,2.049742337160161,Not depleted,H19.30.002,Sst_19
SST,1.5828825910978046,Not depleted,H19.30.002,Sst_13
SST,0.0,Not depleted,H19.30.002,Sst_13
SST,2.454909184037861,Not depleted,H19.30.002,Sst_11
SST,1.1088494470367043,Not depleted,H19.30.002,Sst_19
SST,1.9402317118006804,Vulnerable,H19.30.002,Sst_22
SST,1.0701129505389924,Vulnerable,H19.30.002,Sst_3
SST,0.0,Not depleted,H19.30.002,Sst_11
SST,2.3242623280385555,Vulnerable,H19.30.002,Sst_3
SST,2.3370023290418196,Not depleted,H19.30.002,Sst_13
SST,0.0,Vulnerable,H19.30.002,Sst_3
SST,2.2063014833902828,Not depleted,H19.30.002,Sst_5
SST,2.0344840131232087,Not depleted,H19.30.002,Sst_11
SST,1.1364636210383559,Vulnerable,H19.30.002,Sst_3
SST,1.0165589386282687,Vulnerable,H19.30.002,Sst_3
SST,2.386459009959368,Vulnerable,H19.30.002,Sst_20
SST,1.507282115363665,Vulnerable,H19.30.002,Sst_2
SST,1.9601441870761152,Vulnerable,H19.30.002,Sst_22
SST,2.5747902204278312,Not depleted,H19.30.002,Sst_23
SST,1.2303656156823426,Not depleted,H19.30.002,Sst_11
SST,1.009355190894169,Vulnerable,H19.30.002,Sst_3
SST,2.47022559734146,Not depleted,H19.30.002,Sst_11
SST,1.4811256322089654,Not depleted,H19.30.002,Sst_23
SST,2.471658210568458,Not depleted,H19.30.002,Sst_19
SST,1.3052615894970205,Vulnerable,H19.30.002,Sst_3
SST,1.124465185227519,Not depleted,H19.30.002,Sst_23
SST,0.5044804916358092,Vulnerable,H19.30.002,Sst_3
SST,1.634078209983282,Vulnerable,H19.30.002,Sst_25
SST,1.6204075336445063,Vulnerable,H19.30.002,Sst_3
SST,1.672883140974557,Vulnerable,H19.30.002,Sst_3
SST,0.0,Vulnerable,H19.30.002,Sst_3
SST,3.0276431612585513,Not depleted,H19.30.002,Sst_23
SST,2.1721412352922105,Not depleted,H19.30.002,Sst_13
SST,2.519902438313896,Vulnerable,H19.30.002,Sst_3
SST,2.6643467104847307,Vulnerable,H19.30.002,Sst_3
SST,1.6484728818244059,Vulnerable,H19.30.002,Sst_3
SST,1.6949586280283697,Not depleted,H19.30.002,Sst_23
SST,1.2123203926259831,Not depleted,H19.30.002,Sst_19
SST,1.0675394444911717,Vulnerable,H19.30.002,Sst_3
SST,1.1438287539871845,Vulnerable,H19.30.002,Sst_25
SST,0.7640957739188639,Not depleted,H19.30.002,Sst_13
SST,1.3123604079346753,Vulnerable,H19.30.002,Sst_3
SST,0.0,Not depleted,H19.30.002,Sst_11
SST,1.7742384725893043,Vulnerable,H19.30.002,Sst_3
SST,2.125706749262835,Not depleted,H19.30.002,Sst_9
SST,0.40109666926337867,Not depleted,H19.30.002,Sst_4
SST,2.1667044973268594,Vulnerable,H19.30.002,Sst_3
SST,1.5537973068236475,Vulnerable,H19.30.002,Sst_20
SST,1.5531590377848659,Not depleted,H19.30.002,Sst_13
SST,2.1693438247374646,Vulnerable,H19.30.002,Sst_25
SST,0.0,Not depleted,H19.30.002,Sst_13
SST,1.8811204123204726,Not depleted,H19.30.002,Sst_19
SST,2.2507806818051814,Vulnerable,H19.30.002,Sst_3
SST,2.6903996855318977,Vulnerable,H19.30.002,Sst_20
SST,2.6310039256438182,Not depleted,H19.30.002,Sst_19
SST,0.0,Vulnerable,H19.30.002,Sst_3
SST,1.6453937401569205,Vulnerable,H19.30.002,Sst_20
SST,1.0913980142125839,Not depleted,H19.30.002,Sst_19
SST,2.4857269546715046,Not depleted,H19.30.002,Sst_11
SST,2.1711082576997174,Not depleted,H19.30.002,Sst_19
SST,0.9769913527123827,Vulnerable,H19.30.002,Sst_3
SST,1.0003731096021715,Vulnerable,H19.30.002,Sst_3
SST,0.7547492304931284,Not depleted,H19.30.002,Sst_13
SST,1.0527622666691654,Not depleted,H19.30.002,Sst_13
SST,2.227169464924077,Vulnerable,H19.30.002,Sst_25
SST,2.523684100115038,Not depleted,H19.30.002,Sst_19
SST,1.1775311902671997,Not depleted,H19.30.002,Sst_5
SST,2.6549727020602663,Not depleted,H19.30.002,Sst_10
SST,1.1979170311122334,Vulnerable,H19.30.002,Sst_3
SST,1.822079328054093,Not depleted,H19.30.002,Sst_23
SST,1.342043349357753,Not depleted,H19.30.002,Sst_19
SST,0.0,Not depleted,H19.30.002,Sst_5
SST,0.6005454868725332,Vulnerable,H19.30.002,Sst_3
SST,1.6963082432319292,Vulnerable,H19.30.002,Sst_22
SST,1.018438545156084,Vulnerable,H19.30.002,Sst_3
SST,1.2534777137191344,Not depleted,H19.30.002,Sst_11
SST,0.0,Not depleted,H19.30.002,Sst_23
SST,2.0329919149436373,Not depleted,H19.30.002,Sst_13
SST,0.6186899612608989,Not depleted,H19.30.002,Sst_13
SST,2.2064121398144962,Not depleted,H19.30.002,Sst_19
SST,2.6807909003841264,Not depleted,H19.30.002,Sst_12
SST,2.669079320872863,Vulnerable,H19.30.002,Sst_3
SST,0.0,Not depleted,H19.30.002,Sst_11
SST,1.7307138345064372,Not depleted,H19.30.002,Sst_13
SST,0.0,Not depleted,H19.30.002,Sst_23
SST,0.8096130309197855,Not depleted,H19.30.002,Sst_23
SST,1.6121099247119113,Vulnerable,H19.30.002,Sst_20
SST,1.7995999240365415,Vulnerable,H19.30.002,Sst_3
SST,0.0,Not depleted,H19.30.002,Sst_23
SST,0.5666921594731298,Vulnerable,H19.30.002,Sst_3
SST,1.1752305274748014,Vulnerable,H19.30.002,Sst_3
SST,2.3318448597638053,Not depleted,H19.30.002,Sst_19
SST,1.5321076259476614,Vulnerable,H19.30.002,Sst_2
SST,0.8966506457941414,Not depleted,H19.30.002,Sst_1
SST,1.590572106906838,Not depleted,H19.30.002,Sst_19
SST,2.778495947340023,Vulnerable,H19.30.002,Sst_25
SST,0.0,Not depleted,H19.30.002,Sst_11
SST,1.6092246132278312,Not depleted,H19.30.002,Sst_23
SST,1.4185672344720193,Not depleted,H19.30.002,Sst_23
SST,0.0,Not depleted,H19.30.002,Sst_1
SST,2.2046750168519162,Not depleted,H19.30.002,Sst_11
SST,2.1941490167276547,Not depleted,H19.30.002,Sst_11
SST,2.2021463473357312,Vulnerable,H19.30.002,Sst_3
SST,1.9441123059821652,Vulnerable,H19.30.002,Sst_3
SST,2.4205640404725117,Vulnerable,H19.30.002,Sst_3
SST,0.6675201621189567,Vulnerable,H19.30.002,Sst_2
SST,1.5524459251106595,Not depleted,H19.30.002,Sst_19
SST,0.0,Vulnerable,H19.30.002,Sst_3
SST,1.5072273986012295,Not depleted,H19.30.002,Sst_23
SST,2.4430001152576906,Not depleted,H19.30.002,Sst_11
SST,0.45929298260985973,Not depleted,H19.30.002,Sst_23
SST,1.485868939710673,Vulnerable,H19.30.002,Sst_20
SST,1.8984244685237766,Not depleted,H19.30.002,Sst_23
SST,1.4209133512102405,Vulnerable,H19.30.002,Sst_3
SST,1.2945190777375457,Vulnerable,H19.30.002,Sst_2
SST,0.9796588865534734,Vulnerable,H19.30.002,Sst_25
SST,1.1975941222169606,Vulnerable,H19.30.002,Sst_3
SST,0.0,Not depleted,H19.30.002,Sst_11
SST,1.1420247816034232,Not depleted,H19.30.002,Sst_13
SST,1.7185147430263494,Vulnerable,H19.30.002,Sst_25
SST,1.8059620118880755,Vulnerable,H19.30.002,Sst_3
SST,2.7116473272830595,Not depleted,H19.30.002,Sst_19
SST,1.354281407505338,Vulnerable,H19.30.002,Sst_3
SST,2.17570957030007,Vulnerable,H19.30.002,Sst_25
SST,1.3218291779604243,Vulnerable,H19.30.002,Sst_20
SST,1.667037808947059,Vulnerable,H19.30.002,Sst_3
SST,1.9337016045737463,Not depleted,H19.30.002,Sst_11
SST,2.3416612034430044,Vulnerable,H19.30.002,Sst_3
SST,0.7119113861636432,Vulnerable,H19.30.002,Sst_3
SST,2.180569742871317,Vulnerable,H19.30.002,Sst_3
SST,1.5303467536318003,Not depleted,H19.30.002,Sst_13
SST,1.271004528478229,Vulnerable,H19.30.002,Sst_22
SST,0.0,Vulnerable,H19.30.002,Sst_3
SST,1.8025346815826166,Not depleted,H19.30.002,Sst_11
SST,1.2387454068489987,Vulnerable,H19.30.002,Sst_20
SST,1.8681727152258614,Not depleted,H19.30.002,Sst_13
SST,1.9312624916886274,Vulnerable,H19.30.002,Sst_3
SST,1.6339620247644067,Not depleted,H19.30.002,Sst_23
SST,1.673365396994884,Not depleted,H19.30.002,Sst_10
SST,1.2735934545260787,Vulnerable,H19.30.002,Sst_2
SST,0.4882883826323852,Vulnerable,H19.30.002,Sst_3
SST,2.7267851842175665,Not depleted,H19.30.002,Sst_19
SST,1.9477982374981222,Vulnerable,H19.30.002,Sst_3
SST,0.0,Not depleted,H19.30.002,Sst_1
SST,1.7723297741602055,Vulnerable,H19.30.002,Sst_25
SST,1.6386251301149872,Vulnerable,H19.30.002,Sst_20
SST,2.2000740895047484,Not depleted,H19.30.002,Sst_23
SST,2.092020101972171,Vulnerable,H19.30.002,Sst_2
SST,0.8807169838450023,Not depleted,H19.30.002,Sst_1
SST,2.1464336720678814,Vulnerable,H19.30.002,Sst_3
SST,0.493078244376851,Vulnerable,H19.30.002,Sst_25
SST,1.7278533177238835,Vulnerable,H19.30.002,Sst_3
SST,0.7735939558529601,Vulnerable,H19.30.002,Sst_3
SST,1.051226312183778,Not depleted,H19.30.002,Sst_23
SST,0.0,Not depleted,H19.30.002,Sst_13
SST,0.9812461107442206,Not depleted,H19.30.002,Sst_5
SST,0.9883916787681094,Vulnerable,H19.30.002,Sst_20
SST,1.4397344158908099,Vulnerable,H19.30.002,Sst_20
SST,1.595567493568149,Vulnerable,H19.30.002,Sst_20
SST,1.0739036194298843,Vulnerable,H19.30.002,Sst_20
SST,0.6443411834596,Vulnerable,H19.30.002,Sst_3
SST,1.5571853956781645,Vulnerable,H19.30.002,Sst_3
SST,2.5773366052463365,Vulnerable,H19.30.002,Sst_25
SST,1.2238883844926507,Vulnerable,H19.30.002,Sst_3
SST,1.8774264238556335,Not depleted,H19.30.002,Sst_13
SST,0.0,Not depleted,H19.30.002,Sst_1
SST,1.6561467421820604,Vulnerable,H19.30.002,Sst_20
SST,1.2847310065050122,Vulnerable,H19.30.002,Sst_3
SST,2.1678174302073794,Vulnerable,H19.30.002,Sst_25
SST,3.3310393305137436,Vulnerable,H19.30.002,Sst_20
SST,2.9855300312745556,Not depleted,H19.30.002,Sst_11
SST,2.0782951647849357,Vulnerable,H19.30.002,Sst_3
SST,0.0,Not depleted,H19.30.002,Sst_1
SST,0.9665768406083262,Not depleted,H19.30.002,Sst_19
SST,1.3345120086602051,Vulnerable,H19.30.002,Sst_3
SST,1.8951612866835186,Vulnerable,H19.30.002,Sst_3
SST,2.769874152703959,Not depleted,H19.30.002,Sst_13
SST,1.793845845949831,Vulnerable,H19.30.002,Sst_3
SST,1.6656644503574813,Not depleted,H19.30.002,Sst_11
SST,2.6228721303164746,Not depleted,H19.30.002,Sst_13
SST,2.465805365504884,Vulnerable,H19.30.002,Sst_3
SST,0.0,Not depleted,H19.30.002,Sst_7
SST,0.7451443940355508,Vulnerable,H19.30.002,Sst_25
SST,2.5980724457335396,Not depleted,H19.30.002,Sst_19
SST,1.0974137267986979,Not depleted,H19.30.002,Sst_19
SST,0.0,Not depleted,H19.30.002,Sst_1
SST,1.4437186954526777,Vulnerable,H19.30.002,Sst_2
SST,1.4012692024209303,Vulnerable,H19.30.002,Sst_3
SST,1.5835798129971084,Vulnerable,H19.30.002,Sst_3
SST,1.781110181750566,Vulnerable,H19.30.002,Sst_20
SST,2.0694436318401346,Not depleted,H19.30.002,Sst_11
SST,1.359897208469964,Not depleted,H19.30.002,Sst_12
SST,2.4434586400772855,Vulnerable,H19.30.002,Sst_20
SST,2.4400311008943603,Not depleted,H19.30.002,Sst_19
SST,1.4328941438349518,Vulnerable,H19.30.002,Sst_3
SST,1.8520770128906874,Vulnerable,H19.30.002,Sst_20
SST,0.0,Not depleted,H19.30.002,Sst_1
SST,0.8770936040106173,Vulnerable,H19.30.002,Sst_3
SST,1.4074361521982095,Not depleted,H19.30.002,Sst_11
SST,1.256705484623157,Not depleted,H19.30.002,Sst_11
SST,0.7514499015970758,Vulnerable,H19.30.002,Sst_3
SST,0.9143750224760162,Not depleted,H19.30.002,Sst_10
SST,1.10146484899071,Vulnerable,H19.30.002,Sst_25
SST,0.7543612551627166,Not depleted,H19.30.002,Sst_11
SST,1.8937747910669742,Not depleted,H19.30.002,Sst_11
SST,2.1249906108870777,Vulnerable,H19.30.002,Sst_2
SST,1.6534083042280732,Vulnerable,H19.30.002,Sst_3
SST,1.8768371050732435,Vulnerable,H19.30.002,Sst_3
SST,2.3439863530890914,Not depleted,H19.30.002,Sst_9
SST,1.8877657352733106,Vulnerable,H19.30.002,Sst_3
SST,2.427112774387914,Not depleted,H19.30.002,Sst_1
SST,0.8888185508943274,Vulnerable,H19.30.002,Sst_3
SST,1.841237697408271,Vulnerable,H19.30.002,Sst_3
SST,1.414231711444028,Not depleted,H19.30.002,Sst_23
SST,2.263336811078238,Not depleted,H19.30.002,Sst_9
SST,1.5348681431771716,Vulnerable,H19.30.002,Sst_3
SST,1.7901778884833348,Vulnerable,H19.30.002,Sst_3
SST,1.590820982858338,Vulnerable,H19.30.002,Sst_3
SST,0.9140167796047286,Not depleted,H19.30.002,Sst_19
SST,1.8773527331473374,Vulnerable,H19.30.002,Sst_25
SST,1.8136890901950056,Not depleted,H19.30.002,Sst_13
SST,1.3091616604342378,Vulnerable,H19.30.002,Sst_2
SST,1.204171174193037,Not depleted,H19.30.002,Sst_19
SST,2.2463411830498017,Vulnerable,H19.30.002,Sst_3
SST,1.3894715034268028,Not depleted,H19.30.002,Sst_23
SST,1.3958956444779929,Not depleted,H19.30.002,Sst_11
SST,2.298059067073968,Vulnerable,H19.30.002,Sst_20
SST,2.0998085736647605,Vulnerable,H19.30.002,Sst_3
SST,1.3229058700832546,Vulnerable,H19.30.002,Sst_3
SST,1.6849880568742752,Not depleted,H19.30.002,Sst_11
SST,1.9178158935710274,Vulnerable,H19.30.002,Sst_25
SST,1.4011000728922318,Not depleted,H19.30.002,Sst_11
SST,2.0137867986446474,Vulnerable,H19.30.002,Sst_25
SST,1.913159145354627,Not depleted,H19.30.002,Sst_5
SST,1.4749429738863065,Vulnerable,H19.30.002,Sst_3
SST,2.071129892712598,Vulnerable,H19.30.002,Sst_25
SST,1.5924565585757169,Vulnerable,H19.30.002,Sst_3
SST,1.56329647684106,Not depleted,H19.30.002,Sst_13
SST,1.826504451673312,Vulnerable,H19.30.002,Sst_20
SST,2.101381927306236,Not depleted,H19.30.002,Sst_9
SST,2.357252383070701,Not depleted,H19.30.002,Sst_11
SST,0.8508180476840529,Vulnerable,H19.30.002,Sst_3
SST,1.1646586020711227,Vulnerable,H19.30.002,Sst_3
SST,2.178859516174689,Vulnerable,H19.30.002,Sst_3
SST,1.611601418155906,Not depleted,H19.30.002,Sst_11
SST,0.0,Not depleted,H19.30.002,Sst_4
SST,2.65008428963909,Not depleted,H19.30.002,Sst_1
SST,2.187006402961827,Vulnerable,H19.30.002,Sst_25
SST,0.8305507675056388,Vulnerable,H19.30.002,Sst_3
SST,2.6699723500406956,Not depleted,H19.30.002,Sst_19
SST,1.5722093604474088,Vulnerable,H19.30.002,Sst_3
SST,0.9841223921511727,Not depleted,H19.30.002,Sst_13
SST,1.789309971536582,Vulnerable,H19.30.002,Sst_25
SST,0.7762448116004255,Not depleted,H19.30.002,Sst_4
SST,1.8663227111369658,Vulnerable,H19.30.002,Sst_2
SST,1.062432798178444,Vulnerable,H19.30.002,Sst_25
SST,1.763975364650632,Not depleted,H19.30.002,Sst_13
SST,1.9357427137335028,Not depleted,H19.30.002,Sst_11
SST,1.992401377356631,Vulnerable,H19.30.002,Sst_3
SST,1.1603532983133578,Not depleted,H19.30.002,Sst_11
