pathway,pval,padj,log2err,ES,NES,size,leadingEdge,signature,source
GOMF_SH2_DOMAIN_BINDING,0.88465274405051,0.9548653524463298,0.019060055521373374,0.20207647808262003,0.726878922724699,29,GHR|LAT2|CTR9,Sst_subclass,C5:GO:MF
GOMF_SH3_DOMAIN_BINDING,0.2196969696969697,0.6774281876518534,0.035455751619914114,-0.26587141634506606,-1.1397091459049895,95,CNTNAP1|MICAL1|EVL|ADAM12|DAB2IP|MVB12A|SHANK1|GRB2|DNM2|LRP2|DTX1|AFAP1L2|DRD4|ADAM17|VASP|SHANK2|SHANK3|ARHGAP6|DOCK1|CASP9|WIPF1|RUFY1|ARHGAP27|ADAM19|INPP5J|ABL1|ENAH|ARHGAP1|BCAR1|INPPL1|SH3BP2|CBL|MAPT|REPS1|NOXA1|SOCS7|OSTF1|ELMO2|FUT8|CIT,Sst_subclass,C5:GO:MF
GOMF_SIALYLTRANSFERASE_ACTIVITY,0.976,0.9876147401215445,0.012758716503205828,-0.18717888998494916,-0.5399872884913137,16,ST6GALNAC4|ST3GAL1|ST8SIA5|ST3GAL4|ST3GAL2|ST8SIA4,Sst_subclass,C5:GO:MF
GOMF_SIGNALING_ADAPTOR_ACTIVITY,0.05846960814563407,0.4972549866068867,0.07273832314898826,-0.3057119004509708,-1.3224341544040992,101,MMS19|GNB1|WWC3|DAB2IP|IRAK2|SHANK1|SPAG9|PTPN11|GRB2|GNB5|NOS1AP|BEX1|FRS3|NLRP3|RIPK1|SOCS2|SHANK2|SHANK3|NCK2|RACK1|WWC1|IKBKG|MAP2K1|HAX1|KSR1,Sst_subclass,C5:GO:MF
GOMF_SIGNALING_RECEPTOR_COMPLEX_ADAPTOR_ACTIVITY,0.023502151605428664,0.3703484212661904,0.12042065316743104,-0.43954572985174534,-1.5407908549139315,35,MMS19|GNB1|SHANK1|SPAG9|PTPN11|GRB2|GNB5|FRS3|SHANK2|SHANK3|NCK2,Sst_subclass,C5:GO:MF
GOMF_SIGNALING_RECEPTOR_INHIBITOR_ACTIVITY,0.17371323529411764,0.6452316413426411,0.050466114765650466,0.46181375617453513,1.2735337514001002,12,DKK3|LYPD6|LYPD1|IL18BP,Sst_subclass,C5:GO:MF
GOMF_SIGNALING_RECEPTOR_REGULATOR_ACTIVITY,0.23844943498784152,0.685026371606443,0.03226173823824839,-0.22905631912690683,-1.102159310071291,214,IGF1|FGF9|SEMA4G|SST|PENK|JAG1|TAFA5|VGF|NPPC|VEGFB|DGKQ|NBL1|RABEP2|WNT7A|LAMA5|NECTIN2|TAC1|PARK7|EGF|SEMA6C|HSPA8|CHGB|PRKCE|CLEC11A|C5|CDK5|CMTM8|C7orf50|SEMA6D|SEMA3B|BMP6|FGF1|NPY|GDF11|IL11|PNOC|MANF|GAS6|FGF22|RABEP1|SCG2|FAM3C|SRC|GREM2|PTN|ZP3|TNFSF15|NRG2|PXDN|IL34|OSTN|FGF20,Sst_subclass,C5:GO:MF
GOMF_SIGNAL_SEQUENCE_BINDING,0.49842949247809554,0.8144559986449369,0.021961921032693284,-0.2727311284595589,-0.9726700148712818,38,POM121|BRAP|PEX7|CABP1|KPNA1|POM121C|RANBP6|PEX5L|KPNA2|TOMM70|TOMM22|AP2B1|KPNA4|SEC61A2|KPNA3|AP2M1|KDELR1|KPNA6|TOMM20|NUP98|CEMIP|KPNB1,Sst_subclass,C5:GO:MF
GOMF_SINGLE_STRANDED_DNA_BINDING,0.2928130263896687,0.7190478590588669,0.042289364661447525,0.23218237776167802,1.0765376169541638,98,SSBP2|HMGB1|HNRNPU|PCBP3|REXO4|POT1|FUBP1|RADX|RPA1|ZRANB3|HMGB2|PURA|SETMAR|TDP1|TERF1|SHOC1|SSBP1|LRPPRC|RAD51AP1|SMC5|RAD23B|MCM6|PCBP1|TOP1|SMC6,Sst_subclass,C5:GO:MF
GOMF_SINGLE_STRANDED_DNA_ENDODEOXYRIBONUCLEASE_ACTIVITY,0.3374755902716137,0.7507923475274357,0.029783261056243765,-0.42665905580819774,-1.1038096752663886,11,ENDOG|XRCC1|ERCC1|EXOG,Sst_subclass,C5:GO:MF
GOMF_SINGLE_STRANDED_DNA_HELICASE_ACTIVITY,0.37958607714016934,0.7717441718220837,0.032891411430375855,0.34548303932722213,1.0476048621348462,16,RFC3|MCM6|MCM3|WRNIP1|HELQ|RFC5|DNA2|MCM4|HELB,Sst_subclass,C5:GO:MF
GOMF_SINGLE_STRANDED_RNA_BINDING,0.976769737874745,0.9877213051718489,0.011241187843946596,-0.16332152902884484,-0.6693505421385658,73,PUS1|HNRNPDL|HNRNPH1|AGO2|STRBP|ILF3|ENDOV|DLX2|EXOSC10|AGO4|ATXN1|CBX4|PABPC1L2A|SRA1|SNRPC|AGO1|POLR2G|MSI1|IGHMBP2|PABPC4|AGO3|MCRS1|DAZAP1|PABPN1|LONP1,Sst_subclass,C5:GO:MF
GOMF_SMAD_BINDING,8.714303247435275e-4,0.1027755002485376,0.47727081536286214,0.41569524560400395,1.7655925496618683,62,SMAD1|SMAD9|ACVR1B|BMPR1A|DROSHA|PPARG|MAGI2|TGFBR3|PURA|JUN|SKIL|MEN1|IPO7|USP15|MEF2A|RANBP3|DDX5|SNW1|TRIM33|SMAD7,Sst_subclass,C5:GO:MF
GOMF_SNAP_RECEPTOR_ACTIVITY,0.7267257228814976,0.906290983244416,0.016450661938834713,-0.23957178446550276,-0.8274371456871366,33,STX1A|STX2|STX4|STX5|SNAP47|YKT6,Sst_subclass,C5:GO:MF
GOMF_SNARE_BINDING,0.17373117679866146,0.6452316413426411,0.055994976716532335,0.25461844497055564,1.1644911637767643,91,TXLNB|SNCA|STXBP4|STX7|SNAP23|SYT7|SNAP91|UNC13C|SYT17|GRIK2|VPS50|STXBP5L|NBAS|STXBP5|BAIAP3|STX17|SNAP25|VTI1A|SYT9|NAPB|TNFAIP2|VAMP8|UVRAG,Sst_subclass,C5:GO:MF
GOMF_SNORNA_BINDING,0.27821210061182866,0.7115164873919944,0.03261464690329757,-0.3394672544951791,-1.1336128842123492,29,SNU13|NOP10|NUDT16L1|UTP6|DDX21|GAR1|NUDT5|XRCC5|NOP56,Sst_subclass,C5:GO:MF
GOMF_SNRNA_BINDING,0.4672715489306546,0.8015889915277598,0.02266481528229328,-0.2701218622288397,-0.98916130729832,42,SNRNP70|CDK9|EFTUD2|SNU13|PRPF4|PRPF8|DDX21|NCBP2|LSM10|SNRPC|MEPCE|LARP7|HEXIM2|SNRNP35|SNRPA1,Sst_subclass,C5:GO:MF
GOMF_SNRNP_BINDING,0.22364217252396165,0.6801317027281278,0.038005385584953595,-0.48596681449973345,-1.2260586435613334,10,SNRNP70|SNRPN|STRAP|SNRPD1|PRPF31|RBM39|RBM23,Sst_subclass,C5:GO:MF
GOMF_SODIUM_CHANNEL_ACTIVITY,0.8892942109436954,0.9558731150182366,0.01277167309698394,-0.1892848177360789,-0.7586078100015966,65,GRIK3|ASIC2|SCN1B|TRPM2|GPLD1|GRIK4|RANGRF|SNTA1|GRIK1|HCN2|TPCN2|MCOLN1|GRIK5|ASIC3|SHROOM2|NOS1|FXYD7|SCN1A,Sst_subclass,C5:GO:MF
GOMF_SODIUM_CHANNEL_REGULATOR_ACTIVITY,0.3112631321768874,0.7331097819664752,0.03776562552301298,0.30068478535622994,1.0905590894790647,30,ATP2B4|CAMK2D|ANK3|SGK3|AGT|FGF14|SCN3B|SGK1|SCLT1|FGF13,Sst_subclass,C5:GO:MF
GOMF_SODIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.4228157537347216,0.7843756879537362,0.02312620931467658,-0.2262933780466975,-1.014485618370148,127,SLC4A8|GRIK3|ASIC2|SLC12A2|SCN1B|TRPM2|SLC24A4|SLC29A1|SLC8A3|GPLD1|SLC24A3|GRIK4|SLC5A6|SLC1A6|ATP1A1|SLC23A2|SLC1A2|RANGRF|SLC6A9|SNTA1|SLC20A1|SLC20A2|SLC38A4|SLC6A6|SLC13A4|CHP1|GRIK1|HCN2|TPCN2|MCOLN1|SLC9A8|SLC13A3|GRIK5|ASIC3|SHROOM2|NOS1|FXYD7|SCN1A|ATP1B1,Sst_subclass,C5:GO:MF
GOMF_SODIUM_PROTON_ANTIPORTER_ACTIVITY,0.14602883955138476,0.6226294452022642,0.055288021832567424,0.49620415009680624,1.3290749279196328,11,SLC9A9|SLC9A6|SLC9B1|SLC9B2,Sst_subclass,C5:GO:MF
GOMF_SOLUTE_INORGANIC_ANION_ANTIPORTER_ACTIVITY,0.09905741216795201,0.5680414768717521,0.05827499240198549,-0.4278794929909199,-1.3565603115057587,23,SLC25A25|SLC4A8|SLC4A3,Sst_subclass,C5:GO:MF
GOMF_SOLUTE_MONOATOMIC_CATION_SYMPORTER_ACTIVITY,0.2156769596199525,0.6750754811360693,0.03634013905166379,-0.2931688611981334,-1.1646954875035225,62,SLC4A8|SLC12A2|SLC29A1|SLC15A4|SLC5A6|SLC1A6|SLC23A2|SLC12A8|SLC1A2|SLC6A9|SLC20A1|SLC20A2|SLC38A4|SLC6A6|SLC13A4|SLC12A9|SLC45A1|SLC46A1|SLC25A22,Sst_subclass,C5:GO:MF
GOMF_SOLUTE_POTASSIUM_ANTIPORTER_ACTIVITY,0.3922393641888733,0.7734314157666593,0.032134559950189816,0.35204329341959667,1.0464678580179378,15,SLC9A9|SLC9A6,Sst_subclass,C5:GO:MF
GOMF_SOLUTE_PROTON_SYMPORTER_ACTIVITY,0.6175347222222223,0.8661443735188225,0.019419142072808905,-0.29743422280539605,-0.8856744569467322,18,SLC15A4|SLC45A1|SLC46A1|SLC25A22|SLC17A5|SLC25A3|SLC32A1|SLC16A3,Sst_subclass,C5:GO:MF
GOMF_SOLUTE_SODIUM_SYMPORTER_ACTIVITY,0.16984574556311163,0.6434292480648445,0.04272532271442473,-0.3518721479423389,-1.2400507333404465,36,SLC4A8|SLC12A2|SLC29A1|SLC5A6|SLC1A6|SLC23A2|SLC1A2|SLC6A9|SLC20A1|SLC20A2|SLC38A4|SLC6A6|SLC13A4,Sst_subclass,C5:GO:MF
GOMF_SPECTRIN_BINDING,0.8735768500948766,0.9507307571290358,0.018896532244281315,0.21989669385336166,0.7135560120511494,20,CAMSAP2|ANK3|ANK2|DYNC1I1|EPB41,Sst_subclass,C5:GO:MF
GOMF_SPHINGOLIPID_BINDING,0.29495652173913045,0.7190802220106703,0.03192894697703439,-0.39413735576037373,-1.1370361371802868,16,LAPTM4B|LAMB1|RTN4R|PSAP|VDAC1|VDAC2,Sst_subclass,C5:GO:MF
GOMF_SPHINGOLIPID_TRANSPORTER_ACTIVITY,0.2934268185801928,0.7190802220106703,0.03218067120600399,-0.4128520048223702,-1.1469433944545244,14,ATP10B|SPNS2|ABCA2,Sst_subclass,C5:GO:MF
GOMF_STEROID_BINDING,0.15672698662470497,0.6322674093989933,0.04338952422245974,-0.2939393114080317,-1.210280484839571,75,PROM1|GRAMD1B|PDIA2|NPC1|PAQR7|STARD3|ESRRG|SYP|PTCH1|ATP1A1|CALB1|OSBPL10|CYP2R1|GRAMD1A|OSBPL7|OSBPL11|SCAP|OSBPL2|OSBP2|OSBPL3|VDAC1|ESRRA|GPR155|ABCG1|CD81,Sst_subclass,C5:GO:MF
GOMF_STEROID_DEHYDROGENASE_ACTIVITY,0.9034665382763601,0.9610837852344107,0.018615462893716867,0.2069441461371395,0.6888585753003428,22,HSD17B11|HSD17B13,Sst_subclass,C5:GO:MF
GOMF_STEROID_DEHYDROGENASE_ACTIVITY_ACTING_ON_THE_CH_OH_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR,0.6029515108924807,0.8604897715064184,0.024508024392790585,0.2894820857576802,0.8971715473205478,17,HSD17B11|HSD17B13,Sst_subclass,C5:GO:MF
GOMF_STEROL_BINDING,0.22619808306709266,0.6801317027281278,0.03552866460879919,-0.2995509207627631,-1.161857655343646,55,PROM1|GRAMD1B|NPC1|STARD3|SYP|PTCH1|OSBPL10|GRAMD1A|OSBPL7|OSBPL11|SCAP|OSBPL2|OSBP2|OSBPL3|VDAC1|GPR155|ABCG1|CD81,Sst_subclass,C5:GO:MF
GOMF_STEROL_TRANSFER_ACTIVITY,0.552345343303875,0.8388791517601698,0.02079406813901057,-0.287437306888241,-0.937101258720248,26,GRAMD1B|NPC1|STARD3|GRAMD1A|OSBPL7|OSBPL2|OSBPL3|ABCG1|ARV1,Sst_subclass,C5:GO:MF
GOMF_STRUCTURAL_CONSTITUENT_OF_CYTOSKELETON,0.6452429950926073,0.8799240738019957,0.017394718653521834,-0.22190008430579872,-0.89947405695047,69,AGRN|ARPC5|SPTB|TUBA1A|BFSP1|SPTBN2|TUBB2A|PLS3|PPL|TUBG1|ACTR2|PLEC|ACTG1|NEFH|TUBA1B|NEFL|LMNB2|EPB41L4B|ARPC3|TUBB4B|SPTBN4|DBNL|TUBD1|HIP1|YEATS4|TUBB2B|ANK1|VILL|TUBGCP4|NEFM|ARPC2,Sst_subclass,C5:GO:MF
GOMF_STRUCTURAL_CONSTITUENT_OF_MUSCLE,0.5238442822384428,0.8266974650046076,0.027546827792655854,0.27669107427604045,0.9514514964154376,25,NEB|SORBS2|TTN|NEXN|ASPH|ACTN2|CSRP1|TPM1|OBSCN|JPH1,Sst_subclass,C5:GO:MF
GOMF_STRUCTURAL_CONSTITUENT_OF_NUCLEAR_PORE,0.6875216038714138,0.8957821011386167,0.017752724667202308,-0.27566739021027953,-0.8432922717282587,20,NUP155|POM121|NUP93|NUP133|NUP188|POM121C,Sst_subclass,C5:GO:MF
GOMF_STRUCTURAL_CONSTITUENT_OF_POSTSYNAPSE,0.580547652916074,0.851592416508888,0.020723179186138828,-0.3350295582635371,-0.9059909368573039,13,SHANK1|ACTN1|SPTBN2|ACTG1|NEFH|NEFL,Sst_subclass,C5:GO:MF
GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME,8.46046107863225e-7,8.191555324777163e-4,0.6594443980379349,-0.4281327206483023,-1.9515526545589699,143,RPS9|RPL21|RPL23A|MRPL55|MRPS25|MRPS18B|MRPS11|MRPS5|RPS15A|MRPL11|RPL13A|RPS12|RPS26|MRPL4|MRPL33|RPS7|RPS6|RPS27A|RPL14|MRPL27|MRPL15|RPL41|RPL36|MRPS15|RPS21|RPS13|RPL3|RPL35|RPS18|RPL10|RPL6|RPL13|RPS3A|RPS5|RPL32|MRPL28|MRPS7|MRPL20|MRPL14|MRPL3|RPL18A|RPS16|RPS4X|RPL24|RPL30|RPL10A|RPL7A|RPL12|RPL35A|RPS27|RPLP2|RPL37A|RPS25|RPL38|MRPL2|RPL28|RPL27|MRPL24|RPS14|RPL5|MRPL17|MRPL54|RPS28|RPL23|RPS19|RPS23|RPS24|RPL26L1|RPS8|UBA52|RPS15|MRPL43|FAU|RPL22|RPL8|MRPL16|RPL7L1|RPS20|RPL27A|RPL19|MRPS21|RPLP1|MRPL1|RPL9|RPS4Y1|MRPL52|MRPL51|MRPL23|MRPS12|RPS29|MRPL36|MRPL37|RPL11,Sst_subclass,C5:GO:MF
GOMF_STRUCTURAL_CONSTITUENT_OF_SYNAPSE,0.13002241765821693,0.6026064706878687,0.05053851165240352,-0.42723811365432773,-1.3218967999248368,21,BSN|SHANK1|ACTN1|SPTBN2|PLS3|RIMS3,Sst_subclass,C5:GO:MF
GOMF_STRUCTURAL_MOLECULE_ACTIVITY,1.1462841497916477e-4,0.03051960807085304,0.5384340963099162,-0.2942236042067733,-1.5220143706022635,433,AGRN|COL24A1|COL11A2|VCL|THBS3|BSN|STX2|GNL1|MYL6|COL11A1|JAG1|VCAN|ARPC5|NPHP4|SHANK1|COL23A1|TPM4|COL19A1|LAMA5|COL7A1|RPS9|SPTB|RPL21|RPL23A|MRPL55|NDUFAB1|TUBA1A|MRPS25|MRPS18B|BFSP1|MRPS11|MRPS5|RPS15A|PANX1|MYL6B|MRPL11|RPL13A|ACTN1|COL4A2|RPS12|COL5A3|RPS26|MRPL4|MACF1|COPG1|EMILIN2|SPTBN2|SNTB2|PGM5|MRPL33|CMTM8|TUBB2A|CLTB|PLS3|RPS7|NUP155|RIMS3|HMGA1|PNN|ODF2|POM121|RPS6|RPS27A|RPL14|MRPL27|MRPL15|PPL|RPL41|RPL36|MRPS15|TUBG1|RPS21|RPS13|ACTR2|RPL3|RPL35|DCTN3|COL4A5|SNTA1|LAMB1|ECM1|RPS18|RPL10|RPL6|RPL13|RPS3A|SEC13|RPS5|MOBP|EFEMP2|NUP93|PLP1|CRYGS|THSD4|RPL32|MRPL28|MRPS7|PLEC|TUBG2|MYL5|MRPL20|ZP3|MRPL14|ACTG1|MRPL3|RPL18A|CLTC|RPS16|PXDN|RPS4X|RPL24|RPL30|MBP|RPL10A|RPL7A|NUP133|RPL12|NUP188|RPL35A|RPS27|RPLP2|RPL37A|RPS25|RPL38|MRPL2|TPM2|RPL28|PANX2|RPL27|GPM6B|MFGE8|DCN|CRYBG3|MRPL24|NEFH|POM121C|TUBA1B|B2M|RPS14|NEFL|RPL5|MRPL17|TCAP|MRPL54|LMNB2|CTHRC1|RPS28|COPE|RPL23|EPB41L4B,Sst_subclass,C5:GO:MF
GOMF_SUGAR_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.5815950920245399,0.8519605299233284,0.020475944526481566,-0.32458355149650314,-0.9017249667896791,14,SLC23A2|SLC50A1|SLC2A8|SLC45A1,Sst_subclass,C5:GO:MF
GOMF_SULFOTRANSFERASE_ACTIVITY,0.07698844323589395,0.530235612578327,0.06626901305764842,-0.4170148054354198,-1.3925742471152287,29,NDST1|HS3ST5|SULT4A1|TPST2|WSCD2|HS6ST3|CHST12|SULT1A1|CHST7|DSEL,Sst_subclass,C5:GO:MF
GOMF_SULFURIC_ESTER_HYDROLASE_ACTIVITY,0.588141592920354,0.853916019328625,0.020452876315307605,-0.3385011882762986,-0.8997911838624543,12,ARSA|ARSG,Sst_subclass,C5:GO:MF
GOMF_SULFUR_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.19981689173723965,0.6614461387178036,0.04666258066864363,0.4667458255460385,1.2501712739068511,11,SLC7A9|SLC7A11|SLC25A12|SLC1A4,Sst_subclass,C5:GO:MF
GOMF_SULFUR_COMPOUND_BINDING,0.16747040771591407,0.6411012452733068,0.040110714877777634,-0.2473655398669433,-1.1565223718671396,170,AGRN|PCSK6|OGDHL|FGF9|THBS3|NAV2|ACADVL|HS3ST5|PAFAH1B1|OGDH|COL11A1|PTGES2|TKT|PANK1|VEGFB|COL23A1|SMOC2|PTPRS|FBLN7|PRMT8|METTL17|COL5A3|PTCH1|PC|PPIA|ACBD4|FGF1|CHST12|PDCD5|PCIF1|TSR3|SULT1A1|RTN4R|EFEMP2|FURIN|LRP1|GREM2|PTN,Sst_subclass,C5:GO:MF
GOMF_SULFUR_COMPOUND_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.2872990353697749,0.7160746089953466,0.030934244512807494,-0.2953556772096069,-1.1121368869390929,48,SLC25A16|SLC27A1|SLC35B2|ABCC10|SLC5A6|SLC25A39|SLC35B3|SLC1A2|SLC47A1|SLC6A6|SLC13A4,Sst_subclass,C5:GO:MF
GOMF_SUMO_BINDING,0.2733661278988053,0.7073122648708715,0.03970086714662318,0.36728068947475484,1.1382873092632508,17,SIMC1|GCNA|CASP8AP2|SOBP|USPL1|SERBP1|USP25,Sst_subclass,C5:GO:MF
GOMF_SUMO_LIGASE_ACTIVITY,0.5202563515678645,0.8264885454988677,0.02660389886190827,0.35263148603512035,0.9445178295926895,11,PIAS2|ZNF451|RANBP2|KIAA1586|PIAS1,Sst_subclass,C5:GO:MF
GOMF_SUMO_TRANSFERASE_ACTIVITY,0.9234555329260014,0.9679512868465581,0.013207684762500787,-0.20329727746294907,-0.6576999699816574,25,HDAC4|SUMO2|MUL1|CBX4|ZMIZ2,Sst_subclass,C5:GO:MF
GOMF_SYMPORTER_ACTIVITY,0.3142410015649452,0.7362433058248238,0.028786628676746216,-0.2574107472723509,-1.0769988679979117,83,SLC4A8|SLC12A2|SLC24A4|SLC29A1|SLC15A4|SLC24A3|SLC5A6|SLC1A6|SLC23A2|SLC12A8|SLC1A2|SLC6A9|SLC20A1|SLC20A2|SLC38A4|SLC6A6|SLC13A4|SLC12A9|SLC45A1|SLC46A1|SLC25A22,Sst_subclass,C5:GO:MF
GOMF_SYNTAXIN_1_BINDING,0.8454885460495559,0.9415979906968841,0.019167518197929993,0.24171610923870152,0.718514295859537,15,UNC13C|STXBP5|SNAP25,Sst_subclass,C5:GO:MF
GOMF_SYNTAXIN_BINDING,0.23312068048910153,0.6819722421749161,0.04654578232320299,0.2806368296155423,1.1465623422560023,51,TXLNB|STXBP4|STX7|SNAP23|SYT7|UNC13C|STXBP5L|STXBP5|BAIAP3|SNAP25,Sst_subclass,C5:GO:MF
GOMF_S_ACYLTRANSFERASE_ACTIVITY,0.1986401165614376,0.6610649444707022,0.04835173516094115,0.3315330277064825,1.1925404298090452,29,ZDHHC14|ZDHHC15|ZDHHC21|ZDHHC20|ZDHHC18|ZDHHC13|ZDHHC17|GLUL,Sst_subclass,C5:GO:MF
GOMF_S_ADENOSYLMETHIONINE_DEPENDENT_METHYLTRANSFERASE_ACTIVITY,0.01949317738791423,0.3462697146907673,0.1259529316386221,-0.3092671638274444,-1.3983247820528024,135,DNMT1|DOT1L|DNMT3A|TRMT9B|SETD4|SETD1A|KMT2D|PRMT7|COMTD1|PRMT8|EHMT2|SETD3|METTL8|FBL|TTLL12|COMT|WDR5|TRMT2A|TRMO|JARID2|PCIF1|KMT5A|TARBP1|NSUN5|VCPKMT|EHMT1|NTMT1|NSD2|NSUN3|SETD2|TRMT1|NSD1|ICMT|TRMT61B|KMT2B|SETD7|MEPCE|COQ3|PEMT,Sst_subclass,C5:GO:MF
GOMF_S_ADENOSYL_L_METHIONINE_BINDING,0.790689595275317,0.9215279724076165,0.015785008163471705,-0.2549359303414601,-0.7683542607939843,19,PRMT8|METTL17|PCIF1|TSR3|MOCS1,Sst_subclass,C5:GO:MF
GOMF_TAU_PROTEIN_BINDING,0.25953998954521695,0.6960434438701669,0.04346228872332276,0.2856724597801677,1.1258002185752194,43,ROCK1|MAP2|SNCA|BAG2|CLU|TTBK2|MARK1|APOE|DYRK1A,Sst_subclass,C5:GO:MF
GOMF_TAU_PROTEIN_KINASE_ACTIVITY,0.09140930067447639,0.5598547128016205,0.061945887634562026,-0.5621975966819185,-1.4183833180272696,10,CSNK1D|BRSK1|BRSK2,Sst_subclass,C5:GO:MF
GOMF_TBP_CLASS_PROTEIN_BINDING,0.7285472564660382,0.906290983244416,0.021967136709762077,0.24343877209642023,0.8291040057829503,24,ESR1|GTF2A1|NR3C2|NR3C1,Sst_subclass,C5:GO:MF
GOMF_TELOMERASE_ACTIVITY,0.5631868131868132,0.8452575087943632,0.025261244067025106,0.3540795757813574,0.9190242134647801,10,POT1|PTGES3|TERF1,Sst_subclass,C5:GO:MF
GOMF_TELOMERASE_RNA_BINDING,0.5994136920158648,0.860179841537992,0.019767206138489823,-0.2911138205421538,-0.900721203211567,21,PINX1|NOP10|EXOSC10|TEP1|SMG6|GAR1|SMG5|PARN,Sst_subclass,C5:GO:MF
GOMF_TELOMERIC_DNA_BINDING,0.7168494516450648,0.9040260740919412,0.016564960065510396,-0.2400986305275074,-0.8352593472730635,34,UPF3A|CTC1|TELO2|XRCC6|HNRNPA2B1|SMG6|SMG5|XRCC5|ZBTB48|NABP2|ACD,Sst_subclass,C5:GO:MF
GOMF_TETRAPYRROLE_BINDING,0.9064281190626979,0.9620774969560479,0.012468486782293061,-0.18559824196534724,-0.7420156884693031,64,PTGES2|CYP46A1|HMOX2|CYP4X1|DGCR8|CYP2R1|BACH1|GUCY1A1|TCN2|CYCS|SRC|PXDN|EIF2AK1|NOS1,Sst_subclass,C5:GO:MF
GOMF_TFIID_CLASS_TRANSCRIPTION_FACTOR_COMPLEX_BINDING,0.46592119275825344,0.8008130277139219,0.024185264637211705,-0.394451604187508,-0.995172477525198,10,FBL|ERCC1|EDF1|AHR,Sst_subclass,C5:GO:MF
GOMF_THIOLESTER_HYDROLASE_ACTIVITY,0.5645607853007802,0.8452575087943632,0.026833192053993853,0.24732876452744162,0.9363093679628111,36,HIBCH|ABHD13|LYPLAL1|ABHD17B|ESD|ABCD2|ACOT13|ACOT12|ACOT11|BAAT|ABHD17C|MBLAC2|THEM4|LYPLA2|DESI2,Sst_subclass,C5:GO:MF
GOMF_TRANSAMINASE_ACTIVITY,0.7802197802197802,0.9196704344604322,0.01603882404425875,-0.26284538844417715,-0.7700401110485203,17,GOT1|GOT2,Sst_subclass,C5:GO:MF
GOMF_TRANSCRIPTION_COACTIVATOR_ACTIVITY,0.8421870584910992,0.9411302766373575,0.011877171220288512,-0.1754427227561546,-0.8550010160791764,237,DOT1L|MMS19|XPC|SETD4|PUS1|TRIM62|KMT2D|WWOX|MED14|THRAP3|MED24|MED27|KAT2A|SETD3|DTX1|PARK7|TOX2|ACTN1|AIP|HYAL2|HCFC1|PPARGC1B|TRIM37|HCFC2|MAML1|HMGA1|ARID1A|FUS|RBCK1|SMARCA2|SUPT7L|WWC1|MRTFA|TAF6L|SMARCD2|KAT8|SMARCA4|WDR77,Sst_subclass,C5:GO:MF
GOMF_TRANSCRIPTION_COACTIVATOR_BINDING,0.14532520325203252,0.6226294452022642,0.058598746175816306,0.3209864689328512,1.2412489802599158,39,AR|PPARA|MAP3K7|MED6|ESR1|RUNX1|VGLL4|CREB1,Sst_subclass,C5:GO:MF
GOMF_TRANSCRIPTION_COREGULATOR_ACTIVITY,0.8278137128072445,0.9368555323330705,0.010824215948269137,-0.1711953405497778,-0.8859975021947066,437,PEX14|TLE2|DOT1L|MMS19|DNMT3A|XPC|SETD4|BEND6|PUS1|SRSF2|FBXL19|TRIM62|KMT2D|SF1|WWOX|MED14|MAP3K10|PFDN5|MYBBP1A|THRAP3|MED24|KCTD15|MED27|KAT2A|SETD3|KDM3B|DTX1|PARK7|LPXN|ZNF764|TOX2|ACTN1|AIP|HYAL2|SCAI|HCFC1|PPARGC1B|SIN3B|TRIM37|HCFC2|MED15|MAML1|HMGA1|ARID1A|NAB1|PTPN14|TDG|FUS|RBCK1|SMARCA2|SAP30L|SUPT7L|WWC1|DMAP1|KMT5A|MIER2|DDX54|MRTFA|TRRAP|TAF6L|SMARCD2|KAT8|SMARCA4|WDR77|APBB1|SUFU|UXT|AKIRIN1|HR|SMARCB1|CBX4|SAP30|TADA2A|NSD1|SRA1|ZMIZ2|SS18|TAF15|HIF1AN|BCLAF1|TCERG1L|FLYWCH1|SFMBT1|RAD54L2|RCOR3|BUD31|NCOR2|EDF1|MED11|TOX3,Sst_subclass,C5:GO:MF
GOMF_TRANSCRIPTION_COREGULATOR_BINDING,0.8740554156171285,0.9508024990058535,0.021411324893309297,0.1753176827161684,0.8146294908907521,99,AR|PPARA|MAP3K7|MED6|ESR1|CHD6|PPARG|RUNX1|PBX1|VGLL4|ZBTB16|BCL6|CNOT2|CREB1|SP1|MTF2|TCF7L2|JUND|LCOR|FOXO3|PER3|HIF1A|HDAC2,Sst_subclass,C5:GO:MF
